Symbol,Name,Market Capital,CEO,Employees,Headquarters,Founded,Industry,Source,Source Link,ceo_indian_origin
ADNT,Adient plc Ordinary Shares,1309819480.0,Douglas G. DelGrosso,"70,000","3 Dublin Landings, North Wall Quay Dublin D01 H104 Ireland","Oct 31, 2016",,"CNBC,Google Finance","https://www.google.com/finance/quote/ADNT:NYSE?hl=en,https://www.cnbc.com/quotes/ADNT",no
ADNWW,Advent Technologies Holdings Inc. Warrant,19247.0,Gary Herman,100,"Boston, MassachusettsUnited States",2018,,"CNBC,Google Finance","https://www.cnbc.com/quotes/ADNWW,https://www.google.com/finance/quote/ADNWW:NASDAQ?hl=en",no
ADP,Automatic Data Processing Inc. Common Stock,132140032482.0,Maria Black,"64,000","Roseland, New JerseyUnited States",1949,,Google Finance,https://www.google.com/finance/quote/ADP:NASDAQ?hl=en,no
ADPT,Adaptive Biotechnologies Corporation Common Stock,1446247193.0,Chad Robins,619,"Seattle, WashingtonUnited States",2009,,Google Finance,https://www.google.com/finance/quote/ADPT:NASDAQ?hl=en,no
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,685503963.0,,302,"10 Earlsfort Terrace, Dublin 2 Dublin D02 T380 Ireland",1980,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADSE:NASDAQ?hl=en,https://www.cnbc.com/quotes/ADSE",
ADSEW,ADS-TEC ENERGY PLC Warrant,106938618.0,,302,"10 Earlsfort Terrace, Dublin 2 Dublin D02 T380 Ireland",1980,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADSEW:NASDAQ?hl=en,https://www.cnbc.com/quotes/ADSEW",
ADSK,Autodesk Inc. Common Stock,63665800000.0,Andrew Anagnost,"15,300","San Francisco, CaliforniaUnited States","Jan 30, 1982",,Google Finance,https://www.google.com/finance/quote/ADSK:NASDAQ?hl=en,no
ADT,ADT Inc. Common Stock,6959767152.0,James DeVries,"12,800","Boca Raton, FloridaUnited States",1874,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADT:NYSE?hl=en,https://www.cnbc.com/quotes/ADT",no
ADTN,ADTRAN Holdings Inc. Common Stock,641276065.0,Thomas R. Stanton,"3,163","Huntsville, AlabamaUnited States",1985,,Google Finance,https://www.google.com/finance/quote/ADTN:NASDAQ?hl=en,no
ADTX,Aditxt Inc. Common Stock,3137677.0,Amro Albanna,26,"Richmond, VirginiaUnited States",2017,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADTX:NASDAQ?hl=en,https://www.cnbc.com/quotes/ADTX",no
ADUR,Aduro Clean Technologies Inc. Common Stock,238505091.0,Ofer Vicus,6,"542 Newbold Street Ontario, ON N6E 2S5 Canada",,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADUR:NASDAQ?hl=en,https://www.cnbc.com/quotes/ADUR",no
ADUS,Addus HomeCare Corporation Common Stock,2040648506.0,R. Dirk Allison,"27,934","Frisco, TexasUnited States",1979,,Google Finance,https://www.google.com/finance/quote/ADUS:NASDAQ?hl=en,no
ADV,Advantage Solutions Inc. Class A Common Stock,385931280.0,,"43,000","Clayton, MissouriUnited States",1987,,Google Finance,https://www.google.com/finance/quote/ADV:NASDAQ?hl=en,
ADVB,Advanced Biomed Inc. Common Stock,22287036.0,,40,"Reno, NevadaUnited States",2014,,Google Finance,https://www.google.com/finance/quote/ADVB:NASDAQ?hl=en,
ADVM,Adverum Biotechnologies Inc. Common Stock,46377427.0,,155,"Redwood City, CaliforniaUnited States","Jan 1, 2006",,Google Finance,https://www.google.com/finance/quote/ADVM:NASDAQ?hl=en,
ADVWW,Advantage Solutions Inc. Warrant,4118762.0,,"48,000","8001 Forsyth Blvd, Suite 1025 Clayton, MO 63105 United States",1987,,"CNBC,Google Finance","https://www.google.com/finance/quote/ADVWW:NASDAQ?hl=en,https://www.cnbc.com/quotes/ADVWW",
ADX,Adams Diversified Equity Fund Inc.,0.0,,30,"Baltimore, MarylandUnited States","Jul 1, 1854",,Google Finance,https://www.google.com/finance/quote/ADX:NYSE?hl=en,
ADXN,Addex Therapeutics Ltd American Depositary Shares,8574246.0,,2,"Chemin des Mines, 9 Plan-les-ouates 1202 Switzerland",2002,,"CNBC,Google Finance","https://www.cnbc.com/quotes/ADXN,https://www.google.com/finance/quote/ADXN:NASDAQ?hl=en",
AEE,Ameren Corporation Common Stock,26184621479.0,Martin J Lyons,"8,981","St. Louis, MissouriUnited States","Dec 31, 1997",,Google Finance,https://www.google.com/finance/quote/AEE:NYSE?hl=en,no
AEF,abrdn Emerging Markets ex-China Fund Inc. Common Stock,580831125.0,,,"1900 MARKET STREET, SUITE 200 Philadelphia, PA 19103 United States",,,CNBC,https://www.cnbc.com/quotes/AEF,
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,0.0,,,"Cedar Rapids, IowaUnited States",,,Google Finance,https://www.google.com/finance/quote/AEFC:NYSE?hl=en,
AEG,Aegon Ltd. New York Registry Shares,14424471818.0,Lard Friese,"15,582","The Hague, South HollandNetherlands",1844,,Google Finance,https://www.google.com/finance/quote/AEG:NYSE?hl=en,yes
AEHL,Antelope Enterprise Holdings Limited Class A Ordinary Shares,7247831.0,,66,"The Empire State Building 350 Fifth Avenue, Suite 7540 New York, NY 10118 United States",1993,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AEHL,https://www.google.com/finance/quote/AEHL:NASDAQ?hl=en",
AEHR,Aehr Test Systems Common Stock,284019251.0,,115,"400 Kato Ter Fremont, CA 94539-8332 United States",1977,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AEHR,https://www.google.com/finance/quote/AEHR:NASDAQ?hl=en",
AEI,Alset Inc. Common Stock (TX),9834030.0,Heng Fai Chan,71,"4800 Montgomery Lane, Suite 210 Bethesda, MD 20814 United States",2018,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AEI,https://www.google.com/finance/quote/AEI:NASDAQ?hl=en",no
AEIS,Advanced Energy Industries Inc. Common Stock,4322084976.0,Steve Kelley,"10,000","Denver, ColoradoUnited States",1981,,Google Finance,https://www.google.com/finance/quote/AEIS:NASDAQ?hl=en,no
AEM,Agnico Eagle Mines Limited Common Stock,59365970117.0,Ammar Al-Joundi,"10,155","Toronto, OntarioCanada",1953,,Google Finance,https://www.google.com/finance/quote/AEM:NYSE?hl=en,no
AEMD,Aethlon Medical Inc. Common Stock,5406954.0,,14,"San Diego, CaliforniaUnited States",May 1998,,Google Finance,https://www.google.com/finance/quote/AEMD:NASDAQ?hl=en,
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,314009357.0,,657,"8201 Peters Road, Suite 1000 Plantation, FL 33324 United States",1990,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AENT,https://www.google.com/finance/quote/AENT:NASDAQ?hl=en",
AENTW,Alliance Entertainment Holding Corporation Warrants,16643606.0,,657,"8201 Peters Road, Suite 1000 Plantation, FL 33324 United States",1990,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AENTW,https://www.google.com/finance/quote/AENTW:NASDAQ?hl=en",
AEO,American Eagle Outfitters Inc. Common Stock,1890754558.0,Jay L. Schottenstein,"26,500","Pittsburgh, PennsylvaniaUnited States",1977,,Google Finance,https://www.google.com/finance/quote/AEO:NYSE?hl=en,no
AEON,AEON Biopharma Inc. Class A Common Stock,6511891.0,,,"5 Park Plaza, Suite 1750 Irvine, CA 92614 United States",,,CNBC,https://www.cnbc.com/quotes/AEON,
AEP,American Electric Power Company Inc. Common Stock,55283843241.0,Julia A. SloatWilliam J. Fehrman,"16,330","Columbus, OhioUnited States",1906,,Google Finance,https://www.google.com/finance/quote/AEP:NASDAQ?hl=en,no
AER,AerCap Holdings N.V. Ordinary Shares,21616422629.0,Aengus Kelly,699,"Aercap House, 65 St. Stephen's Green Dublin D02 YX20 Ireland",1995,,"CNBC,Google Finance","https://www.google.com/finance/quote/AER:NYSE?hl=en,https://www.cnbc.com/quotes/AER",yes
AERT,Aeries Technology Inc. Class A Ordinary Share,26828370.0,,"1,700",190 Elgin Avenue George Town KY1-9008 Cayman Islands,2012,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AERT,https://www.google.com/finance/quote/AERT:NASDAQ?hl=en",
AERTW,Aeries Technology Inc. Warrant,980276.0,,"1,700",190 Elgin Avenue George Town KY1-9008 Cayman Islands,2012,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AERTW,https://www.google.com/finance/quote/AERTW:NASDAQ?hl=en",
AES,The AES Corporation Common Stock,7183301203.0,Andres Gluski,"9,100","Arlington County, VirginiaUnited States","Jan 28, 1981",,Google Finance,https://www.google.com/finance/quote/AES:NYSE?hl=en,no
AESI,Atlas Energy Solutions Inc. Common Stock,1501997981.0,,"1,143","Austin, TexasUnited States",2017,,Google Finance,https://www.google.com/finance/quote/AESI:NYSE?hl=en,
AEVA,Aeva Technologies Inc. Common Stock,1005263706.0,,276,"555 Ellis Street Mountain View, CA 94043 United States",2017,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AEVA,https://www.google.com/finance/quote/AEVA:NASDAQ?hl=en",
AEVAW,Aeva Technologies Inc. Warrants,7290500.0,,276,"555 Ellis Street Mountain View, CA 94043 United States",2017,,"CNBC,Google Finance","https://www.google.com/finance/quote/AEVAW:NASDAQ?hl=en,https://www.cnbc.com/quotes/AEVAW",
AEYE,AudioEye Inc. Common Stock,152240536.0,,117,"Tucson, ArizonaUnited States",2005,,Google Finance,https://www.google.com/finance/quote/AEYE:NASDAQ?hl=en,
AFB,AllianceBernstein National Municipal Income Fund Inc,0.0,,,"ALLIANCEBERNSTEIN LP 66 HUDSON BOULEVARD EAST, 26TH FLOOR New York, NY 10001 United States",,,CNBC,https://www.cnbc.com/quotes/AFB,
AFBI,Affinity Bancshares Inc. Common Stock (MD),114321193.0,Edward Cooney,90,"Covington, GeorgiaUnited States",1928,,"CNBC,Google Finance","https://www.google.com/finance/quote/AFBI:NASDAQ?hl=en,https://www.cnbc.com/quotes/AFBI",no
AFCG,Advanced Flower Capital Inc. Common Stock,112076195.0,,,"West Palm Beach, FloridaUnited States",2020,Mortgages,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/AFCG/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/AFCG:NASDAQ?hl=en",
AFG,American Financial Group Inc. Common Stock,10354559408.0,Carl Lindner IIIS. Craig Lindner,"8,700","Cincinnati, OhioUnited States",1959,Life Insurance,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/AFG/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/AFG:NYSE?hl=en",yes
AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,1750536903.0,Carl Lindner IIIS. Craig Lindner,"8,700","Cincinnati, OhioUnited States",1959,Life Insurance,"Market Watch,Google Finance","https://www.google.com/finance/quote/AFGB:NYSE?hl=en,https://www.marketwatch.com/investing/stock/AFGB/company-profile?mod=mw_quote_tab",yes
AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,1508334755.0,Carl Lindner IIIS. Craig Lindner,"8,700","Cincinnati, OhioUnited States",1959,Life Insurance,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/AFGC/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/AFGC:NYSE?hl=en",yes
AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,1662843022.0,Carl Lindner IIIS. Craig Lindner,"8,700","Cincinnati, OhioUnited States",1959,Life Insurance,"Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/AFGD/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/AFGD:NYSE?hl=en",yes
AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,1345474690.0,Carl Lindner IIIS. Craig Lindner,"8,700","Cincinnati, OhioUnited States",1959,Life Insurance,"Market Watch,Google Finance","https://www.google.com/finance/quote/AFGE:NYSE?hl=en,https://www.marketwatch.com/investing/stock/AFGE/company-profile?mod=mw_quote_tab",yes
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,0.0,Junheng Xie,,"10 East 53Rd Street, Suite 3001 New York, NY 10022 United States",2023,,"CNBC,Google Finance","https://www.google.com/finance/quote/AFJK:NASDAQ?hl=en,https://www.cnbc.com/quotes/AFJK",no
AFJKR,Aimei Health Technology Co. Ltd Right,0.0,Junheng Xie,,"10 East 53Rd Street, Suite 3001 New York, NY 10022 United States",,,CNBC,https://www.cnbc.com/quotes/AFJKR,no
AFJKU,Aimei Health Technology Co. Ltd Unit,0.0,Junheng Xie,,"10 East 53Rd Street, Suite 3001 New York, NY 10022 United States",2023,,"CNBC,Google Finance","https://www.google.com/finance/quote/AFJKU:NASDAQ?hl=en,https://www.cnbc.com/quotes/AFJKU",no
AFL,AFLAC Incorporated Common Stock,55978386199.0,Dan Amos,"12,694","Columbus, GeorgiaUnited States","Nov 17, 1955",,Google Finance,https://www.google.com/finance/quote/AFL:NYSE?hl=en,no
AFRI,Forafric Global PLC Ordinary Shares,209294386.0,Khalid Assari,600,"Unit 5.3, Madison Building Gibraltar City GX111AA Gibraltar",1926,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AFRI,https://www.google.com/finance/quote/AFRI:NASDAQ?hl=en",yes
AFRIW,Forafric Global PLC Warrants,11567685.0,Khalid Assari,600,"Unit 5.3, Madison Building Gibraltar City GX111AA Gibraltar",1926,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AFRIW,https://www.google.com/finance/quote/AFRIW:NASDAQ?hl=en",yes
AFRM,Affirm Holdings Inc. Class A Common Stock,16742937872.0,Max Levchin,"2,006","San Francisco, CaliforniaUnited States","Jan 1, 2012",,Google Finance,https://www.google.com/finance/quote/AFRM:NASDAQ?hl=en,no
AFYA,Afya Limited Class A Common Shares,1647788134.0,Virgilio Gibbon,"9,717","Alameda Oscar Niemeyer No. 119, 15Th Floor, Vila Da Serra Nova Lima 34006-056 Brazil",1999,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AFYA,https://www.google.com/finance/quote/AFYA:NASDAQ?hl=en",no
AG,First Majestic Silver Corp. Ordinary Shares (Canada),1860915536.0,,"3,746","Vancouver, British ColumbiaCanada",2002,,Google Finance,https://www.google.com/finance/quote/AG:NYSE?hl=en,
AGAE,Allied Gaming & Entertainment Inc. Common Stock,132759102.0,,73,"745 Fifth Avenue, Suite 500 New York, NY 10151 United States",2017,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGAE,https://www.google.com/finance/quote/AGAE:NASDAQ?hl=en",
AGCO,AGCO Corporation Common Stock,7308013978.0,Eric P. Hansotia,"24,000","Duluth, GeorgiaUnited States",1990,,Google Finance,https://www.google.com/finance/quote/AGCO:NYSE?hl=en,no
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,0.0,,,"Philadelphia, PennsylvaniaUnited States",,,Google Finance,https://www.google.com/finance/quote/AGD:NYSE?hl=en,
AGEN,Agenus Inc. Common Stock,94039796.0,Garo Armen Ph.D.,316,"Lexington, MassachusettsUnited States",1994,,"CNBC,Google Finance","https://www.google.com/finance/quote/AGEN:NASDAQ?hl=en,https://www.cnbc.com/quotes/AGEN",no
AGFY,Agrify Corporation Common Stock,53719425.0,Benjamin Kovler,11,"2220 Hicks Road, Suite 210 Rolling Meadows, IL 60008 United States",2016,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGFY,https://www.google.com/finance/quote/AGFY:NASDAQ?hl=en",no
AGH,Aureus Greenway Holdings Inc. Common Stock,8119800.0,,47,"Kissimmee, FloridaUnited States",2023,,Google Finance,https://www.google.com/finance/quote/AGH:NASDAQ?hl=en,
AGI,Alamos Gold Inc. Class A Common Shares,10887066580.0,,"2,400","Toronto, OntarioCanada","Feb 21, 2003",,Google Finance,https://www.google.com/finance/quote/AGI:NYSE?hl=en,
AGIO,Agios Pharmaceuticals Inc. Common Stock,1858498736.0,,487,"88 Sidney Street Cambridge, MA 02139 United States",2008,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGIO,https://www.google.com/finance/quote/AGIO:NASDAQ?hl=en",
AGL,agilon health inc. Common Stock,918972949.0,Steven Sell,"1,076","Austin, TexasUnited States",2016,,Google Finance,https://www.google.com/finance/quote/AGL:NYSE?hl=en,no
AGM,Federal Agricultural Mortgage Corporation Common Stock,2038160060.0,Bradford T. Nordholm,191,"Washington, WashingtonUnited States",1988,,Google Finance,https://www.google.com/finance/quote/AGM:NYSE?hl=en,no
AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,,Bradford T. Nordholm,191,"Washington, WashingtonUnited States",1988,,Google Finance,https://www.google.com/finance/quote/AGM:NYSE?hl=en,no
AGM^E,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,,Bradford T. Nordholm,191,"Washington, WashingtonUnited States",1988,,Google Finance,https://www.google.com/finance/quote/AGM:NYSE?hl=en,no
AGM^F,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,,Bradford T. Nordholm,191,"Washington, WashingtonUnited States",1988,,Google Finance,https://www.google.com/finance/quote/AGM:NYSE?hl=en,no
AGM^G,Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock Series G,,Bradford T. Nordholm,191,"Washington, WashingtonUnited States",1988,,Google Finance,https://www.google.com/finance/quote/AGM:NYSE?hl=en,no
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,6048837.0,,10,"Room 1502-3, 15/F., Connuaght Commercial Wan Chai Hong Kong",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGMH,https://www.google.com/finance/quote/AGMH:NASDAQ?hl=en",
AGNC,AGNC Investment Corp. Common Stock,9122156130.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGNC,https://www.google.com/finance/quote/AGNC:NASDAQ?hl=en",no
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,25101234988.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGNCL,https://www.google.com/finance/quote/AGNCL:NASDAQ?hl=en",no
AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,24978789939.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGNCM,https://www.google.com/finance/quote/AGNCM:NASDAQ?hl=en",no
AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,25927739066.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.google.com/finance/quote/AGNCN:NASDAQ?hl=en,https://www.cnbc.com/quotes/AGNCN",no
AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,25723663985.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.google.com/finance/quote/AGNCO:NASDAQ?hl=en,https://www.cnbc.com/quotes/AGNCO",no
AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25203272528.0,Peter J. Federico,53,"7373 Wisconsin Avenue, 22Nd Floor Bethesda, MD 20814 United States",2008,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGNCP,https://www.google.com/finance/quote/AGNCP:NASDAQ?hl=en",no
AGO,Assured Guaranty Ltd. Common Stock,4150656141.0,Dominic Frederico,361,"30 Woodbourne Ave, 5Th Floor Pembroke HM 08 Bermuda",2003,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGO,https://www.google.com/finance/quote/AGO:NYSE?hl=en",no
AGRI,AgriFORCE  Growing Systems Ltd. Common Shares,4183843.0,,3,"Vancouver, British ColumbiaCanada",2017,,Google Finance,https://www.google.com/finance/quote/AGRI:NASDAQ?hl=en,
AGRO,Adecoagro S.A. Common Shares,920936967.0,Mariano Bosch,"10,320","Vertigo Naos Building 6, Rue Eugene Ruppert Luxembourg 2453 Luxembourg",2002,,"CNBC,Google Finance","https://www.cnbc.com/quotes/AGRO,https://www.google.com/finance/quote/AGRO:NYSE?hl=en",no
